images,name,class,pi,category,transmission,power_hp,weight_lbs,price,speed,handling,acceleration,breaking
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_108.jpg,1969 Chevrolet CAMARO SUPER SPORT COUPE,C,566,CLASSIC MUSCLE,RWD,375,3527,110000,5.9,4.9,5.3,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_109.jpg,1969 Chevrolet NOVA SUPER SPORT 396,C,552,CLASSIC MUSCLE,RWD,375,3470,47000,6.2,4.6,5.3,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_285.jpg,1969 Chevrolet NOVA SUPER SPORT 396 FORZA EDITION,B,657,CLASSIC MUSCLE,RWD,375,3470,297000,6.7,6.1,5.1,5.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_615.jpg?v=1,1967 Chevrolet CHEVELLE SUPER SPORT 396,C,561,CLASSIC MUSCLE,RWD,375,3585,250000,6.5,4.6,5.2,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_448.jpg,1967 Chevrolet CORVETTE STINGRAY 427,B,621,CLASSIC MUSCLE,RWD,434,3384,150000,6.3,5.0,5.6,4.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_447.jpg,1966 Chevrolet NOVA SUPER SPORT,C,582,CLASSIC MUSCLE,RWD,350,3146,70000,6.2,4.8,5.4,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_111.jpg,1964 Chevrolet IMPALA SUPER SPORT 409,C,527,RODS AND CUSTOMS,RWD,425,3878,46000,6.3,4.3,5.1,4.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_336.jpg,1960 Chevrolet CORVETTE,C,521,CLASSIC SPORTS CARS,RWD,290,3080,150000,6.2,4.6,5.2,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_290.jpg,1957 Chevrolet BEL AIR,D,444,RODS AND CUSTOMS,RWD,220,3338,130000,5.7,4.3,4.7,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_113.jpg,1955 Chevrolet 150 UTILITY SEDAN,D,286,RODS AND CUSTOMS,RWD,180,3309,35000,5.4,3.8,5.0,3.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_166.jpg,1953 Chevrolet CORVETTE,D,347,CLASSIC SPORTS CARS,RWD,160,2899,135000,4.7,4.4,4.2,4.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_446.jpg,1972 Chrysler VH VALIANT CHARGER R/T E49,C,557,CLASSIC MUSCLE,RWD,302,3031,60000,5.9,4.7,5.2,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_749.jpg?v=1,1975 Citroën DS 23,D,262,CULT CARS,FWD,114,2954,250000,5.1,4.6,4.2,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_072.jpg,1970 Datsun 510,D,209,CULT CARS,RWD,97,2127,25000,4.8,3.9,4.7,3.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_119.jpg,2018 Dodge CHALLENGER SRT DEMON,S1,823,MODERN MUSCLE,RWD,839,4248,150000,8.2,7.0,6.3,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_152.jpg,2018 Dodge DURANGO SRT,A,709,SPORTS UTILITY HEROES,AWD,475,5509,70000,6.9,5.9,7.3,5.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_503.jpg,2016 Dodge VIPER ACR,S1,893,TRACK TOYS,RWD,645,3369,150000,6.9,9.8,7.6,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_458.jpg,2015 Dodge CHALLENGER SRT HELLCAT,A,776,MODERN MUSCLE,RWD,706,4438,75000,8.1,6.1,5.9,6.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_457.jpg,2015 Dodge CHARGER SRT HELLCAT,A,785,MODERN MUSCLE,RWD,706,4575,80000,8.2,6.1,6.1,6.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_295.jpg,2013 Dodge SRT VIPER GTS,S1,831,MODERN MUSCLE,RWD,639,3296,95000,8.0,7.3,7.0,7.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_505.jpg,2008 Dodge VIPER SRT10 ACR,S1,866,TRACK TOYS,RWD,599,3408,90000,7.5,9.2,7.1,9.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_117.jpg,1999 Dodge VIPER GTS ACR,A,732,RETRO MUSCLE,RWD,460,3450,75000,7.4,5.9,6.6,5.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_283.jpg,1970 Dodge CHALLENGER R/T,C,562,CLASSIC MUSCLE,RWD,425,3801,210000,6.2,4.7,5.2,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_284.jpg,1969 Dodge CHARGER DAYTONA HEMI,C,595,CLASSIC MUSCLE,RWD,425,3876,900000,5.9,5.2,5.4,4.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_107.jpg,1969 Dodge CHARGER R/T,C,558,CLASSIC MUSCLE,RWD,425,3671,103000,5.9,4.7,5.3,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_101.jpg,1968 Dodge DART HEMI SUPER STOCK,B,626,CLASSIC MUSCLE,RWD,425,3020,125000,5.4,4.9,5.5,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_347.jpg,2013 Donkervoort D8 GTO,S1,827,TRACK TOYS,RWD,375,1532,175000,6.9,7.4,6.7,7.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_565.jpg?v=1,2011 DS Automobiles DS 3 RACING,B,624,HOT HATCH,FWD,204,2568,38000,6.1,6.0,5.8,6.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_225.jpg,2012 Eagle SPEEDSTER,A,740,MODERN SPORTS CARS,RWD,330,2330,550000,6.8,6.5,6.1,6.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_548.jpg?v=2,2018 Exomotive Exocet Off-Road,A,729,OFFROADS BUGGIES,RWD,252,1572,50000,5.4,7.7,6.8,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_658.jpg?v=2,2019 Ferrari 488 PISTA,S2,912,TRACK TOYS,RWD,711,3053,250000,8.0,9.0,8.0,9.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_682.jpg?v=1,2018 Ferrari PORTOFINO,S1,834,SUPER GT,RWD,591,3668,215000,8.2,7.3,7.2,7.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_480.jpg,2017 Ferrari 812 SUPERFAST,S1,897,SUPER GT,RWD,788,3594,1400000,8.3,8.1,7.1,8.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_559.jpg?v=1,2017 Ferrari GTC4Lusso,S1,840,SUPER GT,AWD,680,4233,430000,8.0,7.3,8.2,7.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_191.jpg,2015 Ferrari 488 GTB,S1,883,MODERN SUPERCARS,RWD,660,3252,290000,8.5,8.1,7.5,8.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_375.jpg,2015 Ferrari F12TDF,S2,901,HYPERCARS,RWD,768,3351,500000,8.8,8.3,7.3,9.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_319.jpg,2014 Ferrari CALIFORNIA T,S1,804,SUPER GT,RWD,554,3814,240000,7.7,6.7,6.8,7.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_097.jpg,2014 Ferrari FXX K,S2,989,EXTREME TRACK TOYS,RWD,1035,2831,2700000,8.1,10.0,8.8,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_357.jpg,2013 Ferrari 458 SPECIALE,S1,885,MODERN SUPERCARS,RWD,597,3075,340000,8.1,8.2,7.6,8.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_208.jpg,2013 Ferrari LAFERRARI,S2,966,HYPERCARS,RWD,962,3031,1500000,9.5,9.8,8.2,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_614.jpg?v=1,2012 Ferrari 599XX EVOLUTION,S2,979,EXTREME TRACK TOYS,RWD,740,3031,250000,8.9,10.0,8.1,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_481.jpg,2012 Ferrari F12BERLINETTA,S1,868,SUPER GT,RWD,729,3594,380000,8.3,7.3,7.1,7.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_007.jpg,2011 Ferrari FF,S1,815,MODERN SUPERCARS,AWD,650,4145,255000,8.1,6.6,7.5,7.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_145.jpg,2010 Ferrari 599 GTO,S1,861,SUPER GT,RWD,661,3538,690000,8.3,7.9,7.3,8.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_436.jpg,2010 Ferrari 599XX,S2,937,EXTREME TRACK TOYS,RWD,690,3351,1000000,7.8,9.4,7.9,9.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_360.jpg,2009 Ferrari 458 ITALIA,S1,846,MODERN SUPERCARS,RWD,562,3274,225000,8.1,7.3,7.3,7.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_190.jpg,2007 Ferrari 430 SCUDERIA,S1,834,MODERN SUPERCARS,RWD,503,2974,300000,8.0,7.4,7.2,7.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_535.jpg?v=1,2005 Ferrari FXX,S2,961,EXTREME TRACK TOYS,RWD,789,2732,2500000,8.3,10.0,8.7,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_013.jpg,2003 Ferrari 360 CHALLENGE STRADALE,A,792,RETRO SUPERCARS,RWD,409,2844,200000,7.5,7.0,7.1,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_194.jpg,2002 Ferrari 575M MARANELLO,A,772,RETRO SUPERCARS,RWD,508,3814,140000,7.9,6.2,6.6,6.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_012.jpg,2002 Ferrari ENZO FERRARI,S1,874,RETRO SUPERCARS,RWD,650,3086,2800000,8.4,8.0,7.4,8.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_273.jpg,1996 Ferrari F50 GT,S2,992,EXTREME TRACK TOYS,RWD,749,2002,1200000,8.4,10.0,8.4,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_708.jpg?v=1,1996 Ferrari Welcome Pack F50 GT,S2,998,EXTREME TRACK TOYS,RWD,750,2002,1200000,8.4,10.0,8.3,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_366.jpg,1995 Ferrari F50,S1,815,RETRO SUPERCARS,RWD,513,2976,2000000,7.8,7.1,7.2,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_016.jpg,1994 Ferrari F355 BERLINETTA,A,737,RETRO SUPERCARS,RWD,375,3197,190000,7.4,6.3,6.2,6.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_198.jpg,1992 Ferrari 512 TR,A,754,RETRO SUPERCARS,RWD,421,3691,270000,7.9,6.3,6.6,5.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_096.jpg,1989 Ferrari F40 COMPETIZIONE,S2,961,EXTREME TRACK TOYS,RWD,690,2315,3000000,8.5,10.0,7.0,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_197.jpg,1987 Ferrari F40,S1,807,RETRO SUPERCARS,RWD,477,2981,1200000,7.7,7.0,7.5,7.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_196.jpg,1984 Ferrari 288 GTO,A,768,RETRO SUPERCARS,RWD,395,2822,3100000,7.8,6.2,6.8,6.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_659.jpg?v=1,1970 Ferrari 512 S,S1,872,CLASSIC RACERS,RWD,542,2090,250000,8.0,8.0,7.9,7.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_077.jpg,1969 Ferrari DINO 246 GT,C,512,RARE CLASSICS,RWD,194,2381,425000,6.0,4.8,5.0,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_255.jpg,1968 Ferrari 365 GTB/4,B,641,RARE CLASSICS,RWD,405,3600,600000,7.5,5.1,5.9,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_246.jpg,1967 Ferrari #24 FERRARI SPA 330 P4,A,799,CLASSIC RACERS,RWD,450,2271,10000000,7.6,6.8,7.3,6.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_411.jpg,1963 Ferrari 250LM,A,732,CLASSIC RACERS,RWD,315,2094,10000000,7.1,6.0,5.1,5.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_074.jpg,1962 Ferrari 250 GT BERLINETTA LUSSO,C,568,RARE CLASSICS,RWD,251,2249,2600000,6.3,4.7,5.6,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_067.jpg,1962 Ferrari 250 GTO,B,679,CLASSIC RACERS,RWD,300,2299,10000000,7.0,5.6,5.3,4.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_252.jpg,1957 Ferrari 250 CALIFORNIA,C,540,RARE CLASSICS,RWD,261,2315,8000000,6.2,4.6,5.2,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_410.jpg,1957 Ferrari 250 TESTA ROSSA,A,704,CLASSIC RACERS,RWD,300,2028,10000000,6.9,5.6,6.0,4.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_066.jpg,1953 Ferrari 500 MONDIAL,C,544,CLASSIC RACERS,RWD,168,1852,1000000,6.1,5.1,4.7,4.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_244.jpg,1948 Ferrari 166MM BARCHETTA,C,554,CLASSIC RACERS,RWD,138,1433,6500000,5.7,5.1,5.5,4.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_499.jpg,1980 Fiat 124 SPORT SPIDER,D,244,CLASSIC SPORTS CARS,RWD,102,2310,25000,4.9,4.0,4.2,4.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_729.jpg?v=1,1975 Fiat X1/9,D,127,CLASSIC SPORTS CARS,RWD,62,2209,250000,4.8,4.1,4.0,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_625.jpg?v=1,1969 Fiat DINO 2.4 COUPE,D,468,CLASSIC SPORTS CARS,RWD,180,3086,250000,5.7,4.7,5.4,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_736.jpg?v=1,2020 Ford MUSTANG SHELBY GT500,S1,863,MODERN MUSCLE,RWD,760,4171,250000,7.9,7.9,7.0,8.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_632.jpg?v=1,2019 Ford Ranger Raptor,D,498,OFFROAD,AWD,211,5141,58000,5.5,5.8,4.6,5.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_596.jpg?v=1,2018 Ford #25 MUSTANG RTR,S1,871,EXTREME TRACK TOYS,RWD,1000,3100,500000,6.6,7.9,6.7,8.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_597.jpg?v=1,2018 Ford #88 MUSTANG RTR,S1,871,EXTREME TRACK TOYS,RWD,1000,3100,500000,6.6,7.9,6.7,8.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_652.jpg?v=1,2018 Ford F-150 PRERUNNER DEBERTI DESIGN TRUCK,A,750,EXTREME OFFROAD,RWD,801,7000,250000,6.5,6.3,7.4,6.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_294.jpg,2018 Ford MUSTANG GT,A,778,MODERN MUSCLE,RWD,460,3706,40000,7.5,6.5,6.4,6.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_522.jpg?v=2,2018 Ford MUSTANG GT DEBERTI DESIGN,S1,835,MODERN MUSCLE,RWD,750,3821,500000,8.2,7.1,7.2,7.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_598.jpg?v=1,2018 Ford MUSTANG RTR SPEC 5,A,780,MODERN MUSCLE,RWD,460,3827,105000,7.1,6.8,6.4,6.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_471.jpg,2017 Ford #14 RAHAL LETTERMAN LANIGAN RACING GRC FIESTA,S1,880,RALLY MONSTERS,AWD,599,2747,500000,5.8,7.7,10.0,8.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_333.jpg,2017 Ford F-150 RAPTOR,B,627,OFFROAD,AWD,450,5450,63000,5.8,5.9,6.4,5.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_269.jpg,2017 Ford FOCUS RS,A,718,SUPER HOT HATCH,AWD,350,3446,59000,6.9,6.3,7.3,6.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_268.jpg,2017 Ford FOCUS RS PREORDER CAR,A,800,SUPER HOT HATCH,AWD,401,2668,59000,7.4,6.7,9.2,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_354.jpg,2017 Ford GT,S1,900,MODERN SUPERCARS,RWD,630,2890,400000,8.6,8.4,7.5,8.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_308.jpg,2017 Ford M-SPORT FIESTA RS,S1,819,RALLY MONSTERS,AWD,375,2800,500000,5.9,7.9,9.9,8.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_709.jpg?v=1,2017 Ford Welcome Pack GT,S2,998,MODERN SUPERCARS,RWD,868,2745,400000,9.2,10.0,8.3,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_509.jpg,2016 Ford SHELBY GT350R,S1,840,TRACK TOYS,RWD,525,3660,75000,7.7,8.1,7.2,8.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_461.jpg,2015 Ford FALCON GT F 351,A,739,MODERN MUSCLE,RWD,471,4030,60000,7.5,6.1,6.2,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_321.jpg,2014 Ford #11 ROCKSTAR F-150 TROPHY TRUCK,A,785,EXTREME OFFROAD,RWD,850,6250,500000,6.4,6.6,6.6,6.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_082.jpg,2014 Ford FIESTA ST,B,621,HOT HATCH,FWD,197,2721,25000,6.1,6.1,5.8,5.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_034.jpg,2014 Ford FPV LIMITED EDITION PURSUIT UTE,A,710,VANS AND UTILITY,RWD,422,3946,50000,7.0,5.8,6.1,5.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_147.jpg,2014 Ford RANGER T6 RALLY RAID,A,703,EXTREME OFFROAD,AWD,349,4354,500000,5.4,5.8,7.0,5.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_296.jpg,2013 Ford SHELBY GT500,A,774,MODERN MUSCLE,RWD,662,3898,115000,7.8,6.4,6.1,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_495.jpg,2011 Ford F-150 SVT RAPTOR,C,564,OFFROAD,AWD,412,6005,42000,6.1,5.5,5.8,4.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_382.jpg,2011 Ford TRANSIT SUPERSPORTVAN,D,416,VANS AND UTILITY,RWD,198,4493,50000,5.4,5.1,4.6,5.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_215.jpg,2011 Ford TRANSIT SUPERSPORTVAN FORZA EDITION,B,695,VANS AND UTILITY,AWD,198,2866,300000,5.4,9.4,5.4,9.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_454.jpg,2010 Ford CROWN VICTORIA POLICE INTERCEPTOR,C,521,RETRO MUSCLE,RWD,249,4057,25000,6.0,5.1,4.9,4.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_090.jpg,2009 Ford FOCUS RS,B,696,SUPER HOT HATCH,FWD,300,3236,25000,6.3,6.3,6.0,6.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_362.jpg,2005 Ford GT,S1,810,RETRO SUPERCARS,RWD,550,3391,300000,8.1,7.1,6.4,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_472.jpg,2003 Ford FOCUS RS,B,649,MODERN RALLY,FWD,212,2822,30000,6.0,6.2,6.0,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_291.jpg,2000 Ford SVT COBRA R,B,682,RETRO MUSCLE,RWD,385,3589,55000,7.3,5.7,5.8,5.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_690.jpg?v=3,1999 Ford RACING PUMA,C,549,RETRO RALLY,FWD,153,2588,250000,5.7,6.1,5.3,5.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_678.jpg?v=1,1994 Ford SUPERVAN 3,S1,828,TRACK TOYS,RWD,295,1962,500000,5.8,9.8,8.2,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_455.jpg,1993 Ford SVT COBRA R,C,533,RETRO MUSCLE,RWD,235,3124,28000,6.1,4.8,5.5,4.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_126.jpg,1992 Ford ESCORT RS COSWORTH,C,566,RETRO RALLY,AWD,224,2811,66000,6.0,5.3,6.0,5.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_379.jpg,1987 Ford SIERRA COSWORTH RS500,B,608,RETRO SALOONS,RWD,224,2734,66000,6.4,5.7,6.1,5.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_084.jpg,1986 Ford ESCORT RS TURBO,C,506,RETRO HOT HATCH,FWD,130,2154,25000,5.5,5.2,5.7,4.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_133.jpg,1985 Ford RS200 EVOLUTION,S1,839,RALLY MONSTERS,AWD,505,2465,260000,6.2,7.4,8.2,7.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_426.jpg,1981 Ford FIESTA XR2,D,324,RETRO HOT HATCH,FWD,84,1852,25000,4.8,4.7,4.9,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_700.jpg?v=1,1977 Ford #5 ESCORT RS1800 MK II,A,729,CLASSIC RALLY,RWD,255,2161,250000,5.4,6.6,6.9,7.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_466.jpg,1977 Ford ESCORT RS1800,D,311,CLASSIC RALLY,RWD,115,1986,88000,5.2,4.0,5.1,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_161.jpg,1975 Ford BRONCO,D,379,OFFROAD,AWD,205,3545,38000,5.2,4.2,5.3,3.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_606.jpg?v=1,1975 Ford Bronco Barrett-Jackson Edition,B,630,OFFROAD,AWD,321,3705,105000,5.4,6.3,6.6,5.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_498.jpg,1973 Ford CAPRI RS3100,D,478,CLASSIC SPORTS CARS,RWD,147,2315,55000,5.7,4.7,5.4,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_307.jpg,1973 Ford CAPRI RS3100 FORZA EDITION,B,613,RALLY MONSTERS,RWD,148,2315,305000,5.7,6.5,5.5,5.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_304.jpg,1973 Ford ESCORT RS1600,D,440,CLASSIC RALLY,RWD,114,1918,73000,5.2,5.0,5.4,4.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_102.jpg,1973 Ford XB FALCON GT,C,529,CLASSIC MUSCLE,RWD,300,3047,60000,6.0,4.7,5.1,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_442.jpg,1972 Ford FALCON XA GT-HO,B,608,CLASSIC MUSCLE,RWD,410,3461,80000,7.0,4.9,5.5,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_441.jpg,1972 Ford FALCON XA GT-HO FORZA EDITION,S1,811,CLASSIC MUSCLE,RWD,410,2646,330000,7.0,7.4,7.2,6.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_279.jpg,1971 Ford MUSTANG MACH 1,C,561,CLASSIC MUSCLE,RWD,375,3710,45000,5.7,4.8,5.1,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_699.jpg?v=1,1970 Ford GT70,B,694,CLASSIC RALLY,RWD,200,1680,250000,5.9,6.6,5.9,5.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_278.jpg,1969 Ford MUSTANG BOSS 302,C,564,CLASSIC MUSCLE,RWD,290,3250,230000,6.3,5.0,5.0,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_580.jpg?v=1,1968 Ford Mustang GT 2+2 Fastback,C,505,CLASSIC MUSCLE,RWD,325,3547,50000,6.4,4.5,5.1,4.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_408.jpg,1966 Ford #2 GT40 MKII LE MANS,A,795,CLASSIC RACERS,RWD,485,2683,10000000,7.8,6.6,6.0,6.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_243.jpg,1966 Ford LOTUS CORTINA,D,379,CLASSIC RACERS,RWD,115,2059,50000,5.1,4.6,5.3,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_286.jpg,1965 Ford MUSTANG GT COUPE,C,507,CLASSIC MUSCLE,RWD,271,2562,46000,6.0,4.4,5.1,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_581.jpg?v=1,1965 Ford Transit,D,100,VANS AND UTILITY,RWD,72,3527,25000,3.8,4.1,3.4,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_065.jpg,1964 Ford GT40 MKI,A,772,CLASSIC RACERS,RWD,390,2222,9000000,7.4,6.4,6.2,5.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_248.jpg,1959 Ford ANGLIA 105E,D,100,CULT CARS,RWD,39,1676,20000,3.9,3.9,3.7,3.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_112.jpg,1956 Ford F-100,D,221,RODS AND CUSTOMS,RWD,173,3325,36000,4.9,3.7,4.9,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_289.jpg,1946 Ford SUPER DELUXE STATION WAGON,D,100,RODS AND CUSTOMS,RWD,101,3490,75000,4.6,3.7,3.7,3.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_114.jpg,1940 Ford DE LUXE COUPE,D,100,RODS AND CUSTOMS,RWD,84,2970,44000,4.4,3.8,4.1,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_607.jpg?v=1,1932 Ford Custom Double Down,S2,927,RODS AND CUSTOMS,AWD,850,2500,105000,8.6,8.0,10.0,8.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_288.jpg,1932 Ford DE LUXE FIVE-WINDOW COUPE,D,100,RODS AND CUSTOMS,RWD,64,2399,35000,4.4,3.8,3.9,3.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_608.jpg?v=1,1932 Ford Roadster Hula Girl,C,590,RODS AND CUSTOMS,RWD,200,2480,105000,5.2,5.7,6.1,5.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_716.jpg?v=1,2018 Formula Drift #64 NISSAN 370Z,S1,884,EXTREME TRACK TOYS,RWD,1015,2866,500000,7.8,7.7,6.7,7.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_095.jpg,2016 Formula Drift #530 HSV MALOO GEN-F,S1,836,EXTREME TRACK TOYS,RWD,1000,2899,300000,7.9,7.3,6.2,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_272.jpg,2015 Formula Drift #13 FORD MUSTANG,S1,852,EXTREME TRACK TOYS,RWD,985,3100,300000,6.6,7.6,6.6,7.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_684.jpg?v=1,2013 Formula Drift #777 CHEVROLET CORVETTE,S1,885,EXTREME TRACK TOYS,RWD,1050,3000,250000,7.0,7.8,6.6,7.8
